année,rang,artiste,titre,id_spotify
1999,7,SPEARS BRITNEY,BABY ONE MORE TIME,no id
1999,8,EMILIA,BIG BIG WORLD,no id
1999,9,LAAM,JAMAIS LOIN DE TOI,no id
1999,10,ARENA TINA,ALLER PLUS HAUT,no id
1999,11,ORGANIZ,I NEVER KNEW LOVE LIKE THIS,no id
1999,12,HALLYDAY JOHNNY,VIVRE POUR LE MEILLEUR,no id
1999,13,CHER,BELIEVE,no id
1999,14,FOLY LIANE,LA VIE NE M'APPREND RIEN,no id
1999,15,LOPEZ JENNIFER,IF YOU HAD MY LOVE,no id
1999,16,VENGABOYS,BOOM BOOM BOOM BOOM,no id
1999,17,LAAM,CHANTER POUR CEUX QUI SONT LOIN DE CHEZ EUX,no id
1999,18,LAVOIE DANIEL & GAROU & FIORI,BELLE,no id
1999,19,DJ XAM,T'ES ZINZIN,no id
1999,20,SMITH WILL,THE WILD WILD WEST \ BOF\,no id
1999,21,TLC,NO SCRUBS,no id
1999,22,CHER,STRONG ENOUGH,no id
1999,23,CHEB MAMI & K-MEL,PARISIEN DU NORD,no id
1999,24,MANAU,MAIS QUI EST LA BELETTE,no id
1999,25,PHATS & SMALL,TURN AROUND,no id
1999,26,MR OIZO,FLAT BEAT,no id
1999,27,WAMDUE PROJECT,KING OF MY CASTLE,no id
1999,28,LEE ANN,2 TIMES,no id
1999,29,AGUILERA CHRISTINA,GENIE IN A BOTTLE,no id
1999,30,WAZOO,LA MANIVELLE,no id
1999,31,MYTHOS & DJ COSMO,THE HEART OF THE OCEAN,no id
1999,32,PIERPOLJAK,PIERPOLJAK,no id
1999,33,HOUSTON WHITNEY,MY LOVE IS YOUR LOVE,no id
1999,34,MARTIN RICKY,LIVIN' LA VIDA LOCA,no id
1999,35,LARUSSO,ON NE S'AIMERA PLUS JAMAIS,no id
1999,36,IGLESIAS ENRIQUE,BAILAMOS,no id
1999,37,VAN HELDEN ARMAND,YOU DON'T KNOW ME,no id
1999,38,MARLIN LENE,WHERE I'M HEADED,no id
1999,39,HALLYDAY JOHNNY,UN JOUR VIENDRA,no id
1999,40,LA CLINIQUE,LA PLAYA,no id
1999,41,CAREY MARIAH,HEARTBREAKER,no id
1999,42,TEXAS,SUMMER SON,no id
1999,43,BLACK AND WHITE BROTHERS,PUT YOUR HANDS UP,no id
1999,44,ATLAS NATACHA,MON AMIE LA ROSE,no id
1999,45,KANN LENA,TOUS LES CRIS LES SOS,no id
1999,46,SPEARS BRITNEY,YOU DRIVE ME CRAZY,no id
1999,47,THE OFFSPRING,PRETTY FLY,no id
1999,48,MADONNA,BEAUTIFUL STRANGER,no id
1999,49,OFASIA,SATE SAN,no id
1999,50,RAY NORMA,TOUS LES MAUX D'AMOUR,no id
1999,51,DEEJAY ALICE,BETTER OFF ALONE,no id
1999,52,BISSO NA BISSO,BISSO NA BISSO,no id
1999,53,CARDONE NATHALIE,MON ANGE,no id
1999,54,SPEARS BRITNEY,SOMETIMES,no id
1999,55,JAMALAK,PAPA CHICO,no id
1999,56,BONEY M.,MA BAKER 99,no id
1999,57,JOHNSON PAUL,GET GET DOWN,no id
1999,58,FARMER MYLENE,L'AME STRAM GRAM,no id
1999,59,CHARLY & LULU,LES MARSEILLAIS,no id
1999,60,ARENA TINA,I WANT TO KNOW WHAT LOVE IS,no id
1999,61,ELLIOTT MISSY & MC SOLAAR,ALL N MY GRILL,no id
1999,62,PELLETIER BRUNO,LE TEMPS DES CATHEDRALES,no id
1999,63,MARLEY BOB,SUN IS SHINING,no id
1999,64,CAREY MARIAH & HOUSTON WHITNEY,WHEN YOU BELIEVE,no id
1999,65,HOUSTON WHITNEY,HEARTBREAK HOTEL,no id
1999,66,TARKAN,SIKIDIM,no id
1999,67,FABIAN LARA,LA DIFFERENCE,no id
1999,68,SKO,JUST ANOTHER DAY,no id
1999,69,WINTER OPHELIE,ELLE PLEURE,no id
1999,70,FABIAN LARA & HALLYDAY JOHNNY,REQUIEM POUR UN FOU,no id
1999,71,TARKAN,BU GECE,no id
1999,72,KAY KIM,LILALI,no id
1999,73,SHANKARA,INDIAN LOVE,no id
1999,74,SEGARA HELENE,LES VALLEES D'IRLANDE,no id
1999,75,EMILE & IMAGES,JUSQU'AU BOUT DE LA NUIT,no id
1999,76,PIERPOLJAK,JE SAIS PAS JOUER,no id
1999,77,NOA,BABEL,no id
1999,78,FARMER MYLENE,JE TE RENDS TON AMOUR,no id
1999,79,FARMER MYLENE,SOUVIENS-TOI DU JOUR,no id
1999,80,JESSICA,TELL ME WHAT YOU LIKE,no id
1999,81,DION CELINE,S'IL SUFFISAIT D'AIMER,no id
1999,82,RISQUEE,UPSIDE DOWN,no id
1999,83,PAGNY FLORENT,JOLIE MOME,no id
1999,84,LOPEZ JENNIFER,WAITING FOR TONIGHT,no id
1999,85,DION CELINE,ON NE CHANGE PAS,no id
1999,86,VIBE,NO BLAGGADDA,no id
1999,87,LIQUIDO,NARCOTIC,no id
1999,88,MYTHOS & DJ COSMO,UNCHAINED MELODY,no id
1999,89,ORGANIZ',CAN WE TALK ABOUT IT,no id
1999,90,ATB,DON'T STOP,no id
1999,91,CUNNIE WILLIAMS,SATURDAY,no id
1999,92,FAUDEL,DIS MOI,no id
1999,93,MODERN TALKING,YOU ARE NOT ALONE,no id
1999,94,LAAM,LES ENFANTS DE L'AN 2000,no id
1999,95,A+,ENJOY YOURSELF,no id
1999,96,CHAYANNE,SALOME,no id
1999,97,AGOSTINO GIGI D',BLA BLA BLA,no id
1999,98,SAVAGE GARDEN,TO THE MOON & BACK,no id
1999,99,VENGABOYS,WE RE GOING TO IBIZA,no id
1999,100,666,BOMBA !,no id
2000,1,YANNICK,CES SOIREES LA,no id
2000,2,BAQUET G. & SARGUE D. & D'AVILLA P.,LES ROIS DU MONDE (ROMEO & JULIETTE),no id
2000,3,ALIZEE,MOI...LOLITA,no id
2000,4,LEVI DANIEL,L'ENVIE D'AIMER (LES DIX COMMANDEMENTS),no id
2000,5,SARGUE DAMIEN & CECILIA CARA,AIMER  DE LA HAINE A L'AMOUR,no id
2000,6,ANASTACIA,I'M OUTTA LOVE,3YC2xke2r8gHV8akWv27Cl
2000,7,SAIAN SUPA CREW,ANGELA,no id
2000,8,SANTANA,MARIA MARIA,no id
2000,9,ASSIA,ELLE EST A TOI,no id
2000,10,JONES TOM & MOUSSE T,SEX BOMB,no id
2000,11,SEGARA HELENE,"ELLE, TU L'AIMES",no id
2000,12,R KELLY,IF I COULD TURN BACK THE HANDS OF TIMES,no id
2000,13,EIFFEL 65,MOVE YOUR BODY,no id
2000,14,LADY,EASY LOVE,no id
2000,15,SEGARA HELENE,IL Y A TROP DE GENS QUI T'AIMENT,no id
2000,16,EMINEM,THE REAL SLIM SHADY,no id
2000,17,DISIZ LA PESTE,J'PETE LES PLOMBS,no id
2000,18,SUPERFUNK,LUCKY STAR,no id
2000,19,FRENCH AFFAIR,MY HEART GOES BOOM,no id
2000,20,BOULAY ISABELLE,PARLES-MOI,no id
2000,21,MODJO,LADY (HEAR ME TONIGHT),no id
2000,22,TWAIN SHANIA,MAN I FEEL LIKE A WOMAN,no id
2000,23,ANGELI EVE,AVANT DE PARTIR,no id
2000,24,BOMFUNK MC'S,FREESTYLER,no id
2000,25,SPOOKS,THINGS I'VE SEEN,no id
2000,26,MADONNA,MUSIC,no id
2000,27,STING & CHEB MAMI,DESERT ROSE,no id
2000,28,ARENA TINA,LES 3 CLOCHES,no id
2000,29,EMINEM,STAN,no id
2000,30,SAWT EL ATLAS,NE ME JUGEZ PAS,no id
2000,31,SPEARS BRITNEY,OOPS!... I DID IT AGAIN,no id
2000,32,BOUGA,COMME UN AIMANT/BELSUNCE BREAKDOWN,no id
2000,33,SONIQUE,IT FEELS SO GOOD,no id
2000,34,MATT,12/0013,no id
2000,35,ATC,AROUND THE WORLD LA LA LA LA,no id
2000,36,RED AXELLE,PARCE QUE C'EST TOI,no id
2000,37,NOAH YANNICK,SIMON PAPA TARA,no id
2000,38,D'AGOSTINO GIGI,THE RIDDLE,no id
2000,39,MOBY,NATURAL BLUES (OOH LORDY TROUBLE SO HARD),no id
2000,40,MARY MARY,SHACKLES (PRAISE YOU),no id
2000,41,TWAIN SHANIA,THAT DON'T IMPRESS ME MUCH,no id
2000,42,DAFT PUNK,ONE MORE TIME,no id
2000,43,ALL SAINTS,PURE SHORES,no id
2000,44,MADONNA,AMERICAN PIE,no id
2000,45,AMA SHOLA,STILL BELIEVE,no id
2000,46,BACCARDI PIT,SI LOIN DE TOI,no id
2000,47,113,TONTON DU BLED,no id
2000,48,LORCA SEBASTIEN & LACEN SONIA,TU ME MANQUES DEPUIS LONGTEMPS,no id
2000,49,PAGNY FLORENT,ET UN JOUR UNE FEMME,no id
2000,50,VILAFRANCA PABLO,LA PEINE MAXIMUM/LES DIX COMMANDEMENTS,no id
2000,51,BEGA LOU,MAMBO MAMBO,no id
2000,52,JACKY & BEN-J,LE BILAN,no id
2000,53,ALIZEE,L'ALIZE,no id
2000,54,SEGARA HELENE,PARLEZ MOI DE NOUS,no id
2000,55,SISQO,THONG SONG,no id
2000,56,BEGA LOU,I GOT A GIRL,no id
2000,57,MELANIE C,NEVER BE THE SAME AGAIN,no id
2000,58,PEARL LUCY,DON'T MESS WITH MY MAN,no id
2000,59,SPEARS BRITNEY,BORN TO MAKE YOU HAPPY,no id
2000,60,BON JOVI,IT'S MY LIFE,no id
2000,61,LIMP BIZKIT,TAKE A LOOK AROUND (BOF),no id
2000,62,BRUEL PATRICK,AU CAFE DES DELICES,no id
2000,63,SPEARS BRITNEY,YOU DRIVE ME CRAZY,no id
2000,64,LADY LAISTEE,ET SI...?,no id
2000,65,MULTI-INTERPRETES,NOEL ENSEMBLE (100 ARTISTES ENSEMBLE CONTRE LE SIDA),no id
2000,66,DESTINY'S CHILD,SAY MY NAME,no id
2000,67,RAYDEL,HEY ARRIBA,no id
2000,68,SPILLER,GROOVE JET IF THIS AIN'T LOVE,no id
2000,69,MUMBA SAMANTHA,GOTTA TELL YOU,no id
2000,70,HOUSTON WITHNEY & IGLESIAS ENRIQUE,COULD I HAVE THIS KISS FOREVER,no id
2000,71,DR DRE,THE NEXT EPISODE,no id
2000,72,BLACK LEGEND,YOU SEE THE TROUBLE WITH ME,no id
2000,73,AALIYAH,"TRY AGAIN FROM ""ROMEO MUST DIE"" (BOF)",no id
2000,74,CAREY MARIAH,AGAINST ALL ODDS,no id
2000,75,LACEN SONIA & LORCA SEBASTIEN & PAZ S.,A QUOI BON/LES MILLE ET UNE VIES D'ALI BABA,no id
2000,76,SAEZ,JEUNE ET CON,no id
2000,77,FARMER MYLENE,OPTIMISTIQUE-MOI,no id
2000,78,MANAU,TOUT LE MONDE A BESOIN DE TOUT LE MONDE,no id
2000,79,BRUEL PATRICK,POUR LA VIE,no id
2000,80,PINK MARTINI,JE NE VEUX PAS TRAVAILLER,no id
2000,81,THE CORRS,BREATHLESS,no id
2000,82,BEGA LOU,MAMBO N 5,no id
2000,83,BRAXTON  TONI,HE WASN T MAN ENOUGH,no id
2000,84,LAAM,LES ENFANTS DE L'AN 2000,no id
2000,85,THE LAWYER,I WANNA MMM...,no id
2000,86,JORDAN MONTELL,GET IT ON,no id
2000,87,FLOORFILLA,ANTHEM   4,no id
2000,88,FABIAN LARA,I WILL LOVE AGAIN,no id
2000,89,BOF,MILLENAIRE (BOF)/TROP DE POLEMIQUES (BOF),no id
2000,90,SANTANA & THOMAS ROB,SMOOTH,no id
2000,91,DE PALMAS GERALD,J'EN REVE ENCORE,no id
2000,92,MYSTIK,FRUIT DEFENDU,no id
2000,93,DARUDE,SANDSTORM,no id
2000,94,DADDY DJ,DADDY DJ,no id
2000,95,AGUILERA CHRISTINA,WHAT A GIRL WANTS,no id
2000,96,ANDERSON CHRIS & DJ ROBBIE,LAST NIGHT,no id
2000,97,ALICE DEEJAY,BACK IN MY LIFE,no id
2000,98,YANNICK,FAIS CE QU'IL TE PLAIT,no id
2000,99,DESTINY'S CHILD,INDEPENDENT WOMAN/JUMPIN JUMPIN,no id
2000,100,SPEARS BRITNEY,LUCKY,no id
2001,1,STAR ACADEMY,LA MUSIQUE,no id
2001,2,L5 (POPSTARS),TOUTES LES FEMMES DE TA VIE,no id
2001,3,GAROU,SEUL,no id
2001,4,DADDY DJ,DADDY DJ,no id
2001,5,LES LOFTEURS,UP & DOWN - LEUR HYMNE OFFICIEL,no id
2001,6,GERI HALLIWELL,IT'S RAINING MEN,no id
2001,7,SHAGGY,IT WASN'T ME,no id
2001,8,KYLIE MINOGUE,CAN'T GET YOU OUT OF MY HEAD,no id
2001,9,LORIE,PRÈS DE MOI,no id
2001,10,GAROU & CELINE DION,SOUS LE VENT,no id
2001,11,DA MUTTZ,WASSUUP !!!,no id
2001,12,MC SOLAAR,HASTA LA VISTA,no id
2001,13,AXEL BAUER & ZAZIE,A MA PLACE,no id
2001,14,MARY J BLIGE,FAMILY AFFAIR,no id
2001,15,YANNICK NOAH,LA VOIX DES SAGES,no id
2001,16,MATT,R&B 2 RUE,no id
2001,17,THE SUPERMEN LOVERS,STARLIGHT,no id
2001,18,MICHAEL JACKSON,YOU ROCK MY WORLD,no id
2001,19,MC SOLAAR,SOLAAR PLEURE,no id
2001,20,NUTTEA,TROP PEU DE TEMPS,no id
2001,21,ALIZEE,L'ALIZE,no id
2001,22,MANU CHAO,ME GUSTAS TU,no id
2001,23,DANTE THOMAS,MISS CALIFORNIA,no id
2001,24,LEANN RIMES,CAN'T FIGHT THE MOONLIGHT,no id
2001,25,NUTTEA,ELLE TE REND DINGUE (POOM POOM SHORT),no id
2001,26,SULLY SEFIL,J'VOULAIS,no id
2001,27,FROGGY MIX,"NO NAGGING (NA-NA, NA, NA, NA)",no id
2001,28,NATASHA ST-PIER,JE N' AI QUE MON AME,no id
2001,29,BILLY CRAWFORD,TRACKIN',no id
2001,30,LIL BOW WOW,THAT' S MY NAME,no id
2001,31,BEBE CHARLI,K.K.O.Q.Q.,no id
2001,32,MYLENE FARMER & SEAL,LES MOTS,no id
2001,33,NOIR DESIR,LE VENT NOUS PORTERA,no id
2001,34,DIDO,HERE WITH ME,no id
2001,35,EVE ANGELI,ELLE,no id
2001,36,USHER,U REMIND ME,no id
2001,37,LORIE,JE SERAI (TA MEILLEURE AMIE),no id
2001,38,GALLEON,"SO, I BEGIN",no id
2001,39,JANET JACKSON,ALL FOR YOU,no id
2001,40,DISCONNECTION LOFTMUSIC,MY ONLY LOVE,no id
2001,41,GERALD DE PALMAS,J'EN REVE ENCORE,no id
2001,42,ROBBIE WILLIAMS,SUPREME,no id
2001,43,CLEMENCE & JOHNNY HALLYDAY,ON A TOUS BESOIN D'AMOUR,no id
2001,44,SHAGGY,ANGEL,no id
2001,45,OUTKAST,MS. JACKSON,no id
2001,46,DADDY DJ,THE GIRL IN RED,no id
2001,47,GORILLAZ,CLINT EASTWOOD,no id
2001,48,LE WAKA,BOB & VANESSA,no id
2001,49,LIANE FOLY,ON A TOUS LE DROIT,no id
2001,50,EMINEM,STAN,no id
2001,51,CHRISTINA AGUILERA & MYA,LADY MARMALADE,no id
2001,52,ALIZEE,MOI...LOLITA,no id
2001,53,TRAVIS,SING,no id
2001,54,WYCLEF JEAN,911,no id
2001,55,PHOENIX,IF I EVER FEEL BETTER,no id
2001,56,HELENE SEGARA,TU VAS ME QUITTER,no id
2001,57,CYLIA,UN MONDE A REFAIRE,no id
2001,58,ALIZEE,GOURMANDISES,no id
2001,59,ALIZEE,PARLER TOUT BAS,no id
2001,60,EVE ANGELI,AVANT DE PARTIR,no id
2001,61,BRANDY & RAY J,ANOTHER DAY IN PARADISE,no id
2001,62,JENNIFER LOPEZ,LOVE DON'T COST A THING,no id
2001,63,MULTI-INTERPRETES,VERONE (EXTRAIT DE ROMEO ET JULIETTE),no id
2001,64,BRITNEY SPEARS,I'M A SLAVE 4 U,no id
2001,65,LARA FABIAN,J'Y CROIS ENCORE,no id
2001,66,PRISCILLA,QUAND JE SERAI JEUNE,no id
2001,67,DAFT PUNK,ONE MORE TIME,no id
2001,68,JULIE ZENATTI,SI JE M'EN SORS,no id
2001,69,MARC LAVOINE & CRISTINA MAROCCO,J'AI TOUT OUBLIE,no id
2001,70,DESTINY'S CHILD,SURVIVOR,no id
2001,71,JEAN-MARIE BIGARD,LA LA LA,no id
2001,72,CRAIG DAVID,WALKING AWAY,no id
2001,73,ASSIA,LA-BAS,no id
2001,74,KELLY JOYCE,VIVRE LA VIE,no id
2001,75,D. SARGUE & P. D'AVILLA & G. BAQUET,LES ROIS DU MONDE (ROMEO & JULIETTE),no id
2001,76,ZAZIE,RUE DE LA PAIX,no id
2001,77,DANIEL LEVI,L'ENVIE D'AIMER (LES DIX COMMANDEMENTS),no id
2001,78,WALLEN,CELLE QUI A DIT NON,no id
2001,79,EVE,WHO' S THAT GIRL?,no id
2001,80,GINIE LINE,LE DILEMME (LES DIX COMMANDEMENTS),no id
2001,81,WESTLIFE,UPTOWN GIRL,no id
2001,82,ONE-T,MUSIC IS THE ONE-T ODC,no id
2001,83,MATT,CENDRILLON DU GHETTO,no id
2001,84,JALANE,"FEMMES (CETTE FOIS, JE SAIS...)",no id
2001,85,CRAIG DAVID,SEVEN DAYS,no id
2001,86,JENNIFER LOPEZ,AIN'T IT FUNNY,no id
2001,87,ALICIA KEYS,FALLIN',no id
2001,88,MADEMOISELLE,DO YOU LOVE ME,no id
2001,89,SAMANTHA MUMBA,GOTTA TELL YOU,no id
2001,90,DESTINY'S CHILD,BOOTYLICIOUS,no id
2001,91,ANASTACIA,NOT THAT KIND,no id
2001,92,NELLY FURTADO,I'M LIKE A BIRD,no id
2001,93,EVE & STEFANI GWEN,LET ME BLOW YA MIND,no id
2001,94,B-BOYS,WHAZZAAH,no id
2001,95,LES FASCAGAT,LE COCHON DANS LE MAÏS,no id
2001,96,BUSTAFUNK,RUN BABY RUN (GENERIQUE DE STAR ACADEMY),no id
2001,97,GENCODE UNIQUE,CODE 342,no id
2001,98,TITIYO,COME ALONG,no id
2001,99,YANNICK NOAH,SIMON PAPA TARA,no id
2001,100,R KELLY,FIESTA AND FIESTA (REMIX),no id
2002,1,LAS KETCHUP,THE KETCHUP SONG (ASEREJE),no id
2002,2,BRATISLA BOYS,STACH STACH,no id
2002,3,SHAKIRA,WHENEVER WHEREVER,no id
2002,4,JOHNNY HALLYDAY,MARIE,no id
2002,5,INDOCHINE,J'AI DEMANDE A LA LUNE,no id
2002,6,NATASHA ST-PIER,TU TROUVERAS,no id
2002,7,UMBERTO TOZZI & LENA KA,TI AMO (RIEN QUE DES MOTS),no id
2002,8,ROHFF,QUI EST L'EXEMPLE ?,no id
2002,9,RENAUD & AXELLE RED,MANHATTAN-KABOUL,no id
2002,10,MULTI-INTERPRETES,STAR ACADEMY 2 - MUSIQUE,no id
2002,11,STAR ACADEMY,LA MUSIQUE,no id
2002,12,MARLENE & PHIL BARNEY,UN ENFANT DE TOI,no id
2002,13,MAD HOUSE,LIKE A PRAYER,no id
2002,14,JOHNNY HALLYDAY,TOUS ENSEMBLE,no id
2002,15,EMINEM,WITHOUT ME,no id
2002,16,JEAN PASCAL,L'AGITATEUR,no id
2002,17,DAVID GUETTA,LOVE DON'T LET ME GO,no id
2002,18,STAR ACADEMY 2,PARIS LATINO,no id
2002,19,MC SOLAAR,INCH' ALLAH,no id
2002,20,MARC LAVOINE & CRISTINA MAROCCO,J'AI TOUT OUBLIE,no id
2002,21,KING AFRICA,LA BOMBA,no id
2002,22,WHAT FOR (POPSTARS),PLUS HAUT,no id
2002,23,JENIFER,AU SOLEIL,no id
2002,24,TIZIANO FERRO,PERDONO,no id
2002,25,MAGIC SYSTEM,PREMIER GAOU,no id
2002,26,AFROMAN,BECAUSE I GOT HIGH,no id
2002,27,DAVID CHARVET,JUSQU'AU BOUT,no id
2002,28,SOPHIE ELLIS BEXTOR,MURDER ON THE DANCEFLOOR,no id
2002,29,SHAKIRA,UNDERNEATH YOUR CLOTHES,no id
2002,30,JENIFER,J'ATTENDS L'AMOUR,no id
2002,31,PASCAL OBISPO,MILLESIME,no id
2002,32,ATOMIC KITTEN,ETERNAL FLAME,no id
2002,33,MYLENE FARMER & SEAL,LES MOTS,no id
2002,34,LARA FABIAN,TU ES MON AUTRE,no id
2002,35,ALICIA KEYS,FALLIN',no id
2002,36,KYLIE MINOGUE,CAN'T GET YOU OUT OF MY HEAD,no id
2002,37,BILLY CRAWFORD,TRACKIN',no id
2002,38,MYLENE FARMER,C'EST UNE BELLE JOURNEE (REMIXES),no id
2002,39,CELINE DION,I'M ALIVE,no id
2002,40,LORIE,J'AI BESOIN D'AMOUR,no id
2002,41,CRAWFORD BILLY,YOU DIDN'T EXPECT THAT,no id
2002,42,TRUTH HURTS,ADDICTIVE,no id
2002,43,ETIENNE DAHO & DANI,COMME UN BOOMERANG,no id
2002,44,JENNIFER LOPEZ FEATURING JA RULE,I'M REAL (MURDER REMIX),no id
2002,45,NELLY,DILEMMA,no id
2002,46,LORIE,TOUTE SEULE,no id
2002,47,MODELS,FAME,no id
2002,48,L5 (POPSTARS),TOUTES LES FEMMES DE TA VIE,no id
2002,49,LOVE UNITED,LIVE FOR LOVE UNITED,no id
2002,50,STAR ACADEMY,"GIMME, GIMME, GIMME",no id
2002,51,JENIFER,DES MOTS QUI RESONNENT !,no id
2002,52,FELICIEN,CUM CUM MANIA,no id
2002,53,LAAM & FRANK SHERBOURNE,CINDY - UN MONDE A NOUS,no id
2002,54,RONAN KEATING,IF TOMORROW NEVER COMES,no id
2002,55,CUNNIE WILLIAMS,COME BACK TO ME (HOUSE REMIXES),no id
2002,56,THE CALLING,WHEREVER YOU WILL GO,no id
2002,57,VANESSA CARLTON,A THOUSAND MILES,no id
2002,58,LORIE,JE SERAI (TA MEILLEURE AMIE),no id
2002,59,BENOIT,TOURNE TOI BENOIT,no id
2002,60,CHRISTINA MILIAN,WHEN YOU LOOK AT ME,no id
2002,61,KANA,PLANTATION,no id
2002,62,SCOTTIE,"1 M 73, 62 KG",no id
2002,63,CALOGERO,EN APESANTEUR,no id
2002,64,OPHELIE WINTER,SACHE,no id
2002,65,EVE,GOT WHAT YOU NEED,no id
2002,66,UB40 & NUTTEA,COVER UP,no id
2002,67,JENNIFER LOPEZ & JADAKISS AND STYLES,JENNY FROM THE BLOCK,no id
2002,68,JAMEL DEBBOUZE & SNOOP DOGG,MISSION CLEOPATRA,no id
2002,69,BILLY CRAWFORD,WHEN YOU THINK ABOUT ME,no id
2002,70,LESLIE,LE BON CHOIX,no id
2002,71,L5 (POPSTARS),UNE ETINCELLE,no id
2002,72,SAYA & PASSI,TOURNER DES PAGES,no id
2002,73,P. DIDDY & USHER & LOON,I NEED A GIRL PART ONE,no id
2002,74,KATE RYAN,DESENCHANTEE,no id
2002,75,ELVIS PRESLEY & JXL,A LITTLE LESS CONVERSATION,no id
2002,76,LE 6-9,FAUT PASSER TON BAC,no id
2002,77,TINA ARENA,TU ES TOUJOURS LA,no id
2002,78,ANASTACIA,PAID MY DUES,no id
2002,79,SHANIA TWAIN,I'M GONNA GETCHA GOOD,no id
2002,80,MAD HOUSE,HOLIDAY,no id
2002,81,LARA FABIAN,IMMORTELLE,no id
2002,82,BRITNEY SPEARS,OVERPROTECTED,no id
2002,83,PINK,GET THE PARTY STARTED,no id
2002,84,MADONNA,DIE ANOTHER DAY,no id
2002,85,LE 6-9,LE SFUR,no id
2002,86,FAT JOE,WHAT'S LUV,no id
2002,87,R KELLY,THE WORLD'S GREATEST,no id
2002,88,LAURA PAUSINI,TRA TE E IL MARE/LA SOLITUDINE,no id
2002,89,SMAN,J'AI TOUT IMAGINE,no id
2002,90,NATASHA ST PIER,NOS RENDEZ-VOUS,no id
2002,91,LIBERTY X,JUST A LITTLE,no id
2002,92,MARC LAVOINE & CLAIRE KEIM,JE NE VEUX QU'ELLE,no id
2002,93,ROBBIE WILLIAMS & NICOLE KIDMAN,SOMETHIN' STUPID,no id
2002,94,TATU,ALL THE THINGS SHE SAID,no id
2002,95,WEEZER,ISLAND IN THE SUN,no id
2002,96,KYO & SITA,LE CHEMIN,no id
2002,97,KARINE COSTA,I SAY A LITTLE PRAYER,no id
2002,98,NICKELBACK,HOW YOU REMIND ME (GOLD MIX),no id
2002,99,ROHFF,"5, 9, 1",no id
2002,100,PRAISE CATS & ANDREA LOVE,SHINED ON ME,no id
2003,1,DJ BOBO,CHIHUAHUA (PUB COCA-COLA),no id
2003,2,TRAGEDIE,HEY OH,no id
2003,3,DIS L'HEURE 2 ZOUK,"MA RIVALE, FIESTA LATINA",no id
2003,4,CHIMENE BADI,ENTRE NOUS,no id
2003,5,ALPHONSE BROWN,LE FRUNKP,no id
2003,6,LORIE,SUR UN AIR LATINO,no id
2003,7,HERMES HOUSE BAND & DJ OTZY,LIVE IS LIFE,no id
2003,8,FLORENT PAGNY,MA LIBERTE DE PENSER,no id
2003,9,DIAM'S,DJ,no id
2003,10,MULTI-INTERPRETES,WE WILL ROCK YOU (REMIX - PUB EVIAN),no id
2003,11,STAR ACADEMY 3,LA BAMBA,no id
2003,12,EMINEM,LOSE YOURSELF,no id
2003,13,STAR ACADEMY 2,PARIS LATINO,no id
2003,14,BENNY BENASSI & THE BIZ,SATISFACTION,no id
2003,15,LORNA,PAPITO VEN A MI,no id
2003,16,TATU,ALL THE THINGS SHE SAID,no id
2003,17,STAR ACADEMY 3,"L'ORANGE, WOT",no id
2003,18,EVANESCENCE,BRING ME TO LIFE,no id
2003,19,SHAGGY,HEY SEXY LADY,no id
2003,20,PASCAL OBISPO,FAN,no id
2003,21,JONATAN CERRADA,JE VOULAIS TE DIRE QUE JE T'ATTENDS,no id
2003,22,ONE-T & COOL-T,THE MAGIC KEY,no id
2003,23,PRISCILLA,"REGARDE-MOI (TESTE MOI, DETESTE MOI)",no id
2003,24,LAS KETCHUP,THE KETCHUP SONG (ASEREJE),no id
2003,25,NOLWENN LEROY,CASSE,no id
2003,26,A LA RECHERCHE DE LA NOUVELLE STAR,LAISSONS ENTRER LE SOLEIL,no id
2003,27,WILLY DENZEY,LE MUR DU SON,no id
2003,28,BLUE & ELTON JOHN,SORRY SEEMS TO BE THE HARDEST WORD,no id
2003,29,LINKUP,MON ETOILE,no id
2003,30,THE UNDERDOG PROJECT,SUMMER JAM 2003,no id
2003,31,SNIPER,GRAVE DANS LA ROCHE,no id
2003,32,LESLIE,ON N' SAIT,no id
2003,33,SEAN PAUL,GET BUSY,no id
2003,34,SUGAR DADDY,SWEET SOCA MUSIC,no id
2003,35,KYO,DERNIERE DANSE,no id
2003,36,HELENE SEGARA,L'AMOUR EST UN SOLEIL,no id
2003,37,ROBBIE WILLIAMS,FEEL,no id
2003,38,ALIZEE,J'EN AI MARRE,no id
2003,39,113,AU SUMMUM,no id
2003,40,PHIL COLLINS,CAN'T STOP LOVING YOU,no id
2003,41,FAUDEL,JE VEUX VIVRE,no id
2003,42,KANA,PLANTATION,no id
2003,43,SHAKIRA,OBJECTION (TANGO),no id
2003,44,JENIFER,DES MOTS QUI RESONNENT !,no id
2003,45,REMY ZERO,SAVE ME ( BOF SMALLVILLE),no id
2003,46,MARC LAVOINE,DIS MOI QUE L'AMOUR,no id
2003,47,DIDO,WHITE FLAG,no id
2003,48,JENIFER,DONNE MOI LE TEMPS,no id
2003,49,PRISCILLA,TCHOUK TCHOUK MUSIC,no id
2003,50,JUSTIN TIMBERLAKE,CRY ME A RIVER,no id
2003,51,JOHNNY HALLYDAY,MARIE,no id
2003,52,B2K,BUMP BUMP BUMP,no id
2003,53,JOEL O'CANGHA,TOUS LES HOMMES,no id
2003,54,HOUCINE,ETRE UN HOMME COMME VOUS,no id
